epoch,accuracy,loss,val_accuracy,val_loss
0,0.29015427827835083,1.0300357341766357,0.6315190196037292,0.4342198371887207
0,0.7567428946495056,0.25679293274879456,0.8747782707214355,0.10215169191360474
1,0.8888626098632812,0.08010520040988922,0.9145429134368896,0.05897034332156181
2,0.9233935475349426,0.04763158783316612,0.9356374144554138,0.04249485954642296
